2017,TOYOTA,ALPHARD,2.4,first_class,36000.15
2017,TOYOTA,ALPHARD,2.4,first_class_lady,37578.4
2017,TOYOTA,ALPHARD,2.4,3,2499.52
2017,TOYOTA,ALPHARD,2.4,2_plus,6999.94
2017,TOYOTA,ALPHARD,2.4,3_plus,4443.71
2017,TOYOTA,ALPHARD,2.4i,first_class,36000.15
2017,TOYOTA,ALPHARD,2.4i,first_class_lady,37578.4
2017,TOYOTA,ALPHARD,2.4i,3,2499.52
2017,TOYOTA,ALPHARD,2.4i,2_plus,6999.94
2017,TOYOTA,ALPHARD,2.4i,3_plus,4443.71
2017,TOYOTA,ALPHARD,2.4i HV,first_class,36000.15
2017,TOYOTA,ALPHARD,2.4i HV,first_class_lady,37578.4
2017,TOYOTA,ALPHARD,2.4i HV,3,2499.52
2017,TOYOTA,ALPHARD,2.4i HV,2_plus,6999.94
2017,TOYOTA,ALPHARD,2.4i HV,3_plus,4443.71
2017,TOYOTA,ALPHARD,2.4i V,first_class,36000.15
2017,TOYOTA,ALPHARD,2.4i V,first_class_lady,37578.4
2017,TOYOTA,ALPHARD,2.4i V,3,2499.52
2017,TOYOTA,ALPHARD,2.4i V,2_plus,6999.94
2017,TOYOTA,ALPHARD,2.4i V,3_plus,4443.71
2017,TOYOTA,ALPHARD,2.5 HV,first_class,36000.15
2017,TOYOTA,ALPHARD,2.5 HV,first_class_lady,37578.4
2017,TOYOTA,ALPHARD,2.5 HV,3,2499.52
2017,TOYOTA,ALPHARD,2.5 HV,2_plus,6999.94
2017,TOYOTA,ALPHARD,2.5 HV,3_plus,4443.71
2017,TOYOTA,ALPHARD,2.5 Vellfire,first_class,36000.15
2017,TOYOTA,ALPHARD,2.5 Vellfire,first_class_lady,37578.4
2017,TOYOTA,ALPHARD,2.5 Vellfire,3,2499.52
2017,TOYOTA,ALPHARD,2.5 Vellfire,2_plus,6999.94
2017,TOYOTA,ALPHARD,2.5 Vellfire,3_plus,4443.71
2017,TOYOTA,ALPHARD,3.5,first_class,39000.43
2017,TOYOTA,ALPHARD,3.5,first_class_lady,40264.1
2017,TOYOTA,ALPHARD,3.5,3,2499.52
2017,TOYOTA,ALPHARD,3.5,2_plus,6999.94
2017,TOYOTA,ALPHARD,3.5,3_plus,4443.71
2017,TOYOTA,ALPHARD,3.5 Executive Lounge,first_class,47999.13
2017,TOYOTA,ALPHARD,3.5 Executive Lounge,first_class_lady,49211.44
2017,TOYOTA,ALPHARD,3.5 Executive Lounge,3,2499.52
2017,TOYOTA,ALPHARD,3.5 Executive Lounge,2_plus,6999.94
2017,TOYOTA,ALPHARD,3.5 Executive Lounge,3_plus,4443.71
2017,TOYOTA,ALPHARD,3.5i V,first_class,39000.43
2017,TOYOTA,ALPHARD,3.5i V,first_class_lady,40264.1
2017,TOYOTA,ALPHARD,3.5i V,3,2499.52
2017,TOYOTA,ALPHARD,3.5i V,2_plus,6999.94
2017,TOYOTA,ALPHARD,3.5i V,3_plus,4443.71
2017,TOYOTA,ALPHARD,อื่นๆ,first_class,false
2017,TOYOTA,ALPHARD,อื่นๆ,first_class_lady,false
